Name,Team Name,Position,Age,Season,FIFA rating,Injury,Date of Injury,Date of return,Match1_before_injury_Result,Match1_before_injury_Opposition,Match1_before_injury_GD,Match1_before_injury_Player_rating,Match2_before_injury_Result,Match2_before_injury_Opposition,Match2_before_injury_GD,Match2_before_injury_Player_rating,Match3_before_injury_Result,Match3_before_injury_Opposition,Match3_before_injury_GD,Match3_before_injury_Player_rating,Match1_missed_match_Result,Match1_missed_match_Opposition,Match1_missed_match_GD,Match2_missed_match_Result,Match2_missed_match_Opposition,Match2_missed_match_GD,Match3_missed_match_Result,Match3_missed_match_Opposition,Match3_missed_match_GD,Match1_after_injury_Result,Match1_after_injury_Opposition,Match1_after_injury_GD,Match1_after_injury_Player_rating,Match2_after_injury_Result,Match2_after_injury_Opposition,Match2_after_injury_GD,Match2_after_injury_Player_rating,Match3_after_injury_Result,Match3_after_injury_Opposition,Match3_after_injury_GD,Match3_after_injury_Player_rating
Luke Shaw,Man United,Left Back,26,2021/22,83,Hamstring injury,18-Jan-22,31-Jan-22,win,Burnley,2,7.4,lose,Wolves,-1,5.6,N.A.,N.A.,N.A.,N.A.,draw,Aston Villa,0,win,Brentford,2,win,West Ham,1,draw,Burnley,0,7.4,draw,Southampton,0,6.5,win,Brighton,2,6.9
Luke Shaw,Man United,Left Back,26,2021/22,83,Coronavirus,2-Mar-22,16-Mar-22,win,Brighton,2,6.9,win,Leeds,2,5.2,draw,Watford,0,5.4(S),lose,Man City,-3,win,Tottenham,1,N.A.,N.A.,N.A.,draw,Leicester,0,5.6,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Luke Shaw,Man United,Left Back,26,2021/22,83,Leg injury,2-Apr-22,13-May-22,draw,Leicester,0,5.6,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,lose,Everton,-1,win,Norwich City,1,lose,Liverpool,-4,lose,Brighton,-1,6.9,lose,Brentford,-4,4.2,N.A.,N.A.,N.A.,N.A.
Luke Shaw,Man United,Left Back,27,2022/23,83,unknown injury,6-Apr-23,19-Apr-23,draw,Southampton,0,4.2,lose,Newcastle,-2,7,win,Brentford,1,5.3(S),win,Everton,2,win,Nottm Forest,2,N.A.,N.A.,N.A.,draw,Tottenham,0,7.7,win,Aston Villa,1,5.8(S),lose,Brighton,-1,6.2
Brandon Williams,Man United,Left Back,19,2019/20,72,Head injury,14-Jul-20,18-Jul-20,win,Brighton,3,6.4(S),win,Aston Villa,3,6.2(S),draw,Southampton,0,6,win,Crystal Palace,2,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,draw,West Ham,0,5.6,win,Leicester,2,6.1,N.A.,N.A.,N.A.,N.A.
Aaron Wan-Bissaka,Man United,Right Back,22,2019/20,80,Tonsillitis,27-Sep-19,19-Oct-19,draw,Southampton,0,7.6,win,Leicester,1,6.3,lose,West Ham,-2,6.6,draw,Arsenal,0,lose,Newcastle,-1,N.A.,N.A.,N.A.,draw,Liverpool,0,6.1,win,Norwich City,2,7.3,lose,Bournemouth,-1,6.7(S)
Aaron Wan-Bissaka,Man United,Right Back,23,2021/22,80,Hand injury,29-Nov-21,4-Dec-21,lose,Man City,-2,6,lose,Watford,-3,6.1,draw,Chelsea,0,6,win,Arsenal,1,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,win,Burnley,2,6.3,lose,Wolves,-1,6.4(S),N.A.,N.A.,N.A.,N.A.
Aaron Wan-Bissaka,Man United,Right Back,23,2021/22,80,Ill,14-Jan-22,23-Jan-22,win,Burnley,2,6.3,lose,Wolves,-1,6.4(S),N.A.,N.A.,N.A.,N.A.,draw,Aston Villa,0,win,Brentford,2,win,West Ham,1,win,Leeds,2,5.9,draw,Watford,0,6.1,lose,Man City,-3,6
Aaron Wan-Bissaka,Man United,Right Back,24,2022/23,80,Back problems,12-Sep-22,25-Oct-22,win,Liverpool,1,6(S),N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,lose,Man City,-3,win,Everton,1,draw,Newcastle,0,win,Nottm Forest,3,7.8,win,Wolves,1,6.7,win,Bournemouth,4,6.7
Nemanja Matic,Man United,Defensive Midfielder,31,2019/20,80,unknown injury,20-Oct-19,11-Dec-19,draw,Southampton,0,6.6(S),win,Leicester,1,6.4(S),lose,West Ham,-2,6.4(S),draw,Liverpool,0,win,Norwich City,2,lose,Bournemouth,-1,win,Burnley,2,7.1,lose,Arsenal,-2,6.6(S),win,Norwich City,4,7.6
Nemanja Matic,Man United,Defensive Midfielder,32,2021/22,80,Shin injury,10-Feb-22,18-Feb-22,lose,Wolves,-1,7.1,draw,Aston Villa,0,6.5,win,Brentford,2,6(S),draw,Southampton,0,win,Brighton,2,N.A.,N.A.,N.A.,draw,Watford,0,6,win,Tottenham,1,6.7(S),draw,Leicester,0,6(S)
Paul Pogba,Man United,Central Midfielder,27,2019/20,85,Ankle problems,30-Sep-19,23-Dec-19,draw,Wolves,0,6.7,lose,Crystal Palace,-1,6.9,draw,Southampton,0,6.4,win,Leicester,1,lose,West Ham,-2,N.A.,N.A.,N.A.,draw,Arsenal,0,6.6,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Paul Pogba,Man United,Central Midfielder,27,2019/20,85,Ankle problems,26-Dec-19,8-Jun-20,draw,Arsenal,0,6.6,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,lose,Newcastle,-1,draw,Liverpool,0,win,West Ham,2,lose,Watford,-2,6.5(S),win,Newcastle,3,7.2(S),N.A.,N.A.,N.A.,N.A.
Paul Pogba,Man United,Central Midfielder,28,2020/21,85,Ankle injury,16-Nov-20,3-Dec-20,draw,Chelsea,0,6.7(S),lose,Arsenal,-1,6,win,Everton,2,6(S),win,West Brom,1,win,Southampton,1,N.A.,N.A.,N.A.,win,West Ham,2,8.7,draw,Man City,0,6.6,win,Sheffield,1,7.6
Paul Pogba,Man United,Central Midfielder,28,2020/21,85,Hamstring injury,4-Feb-21,18-Mar-21,lose,Sheffield,-1,7.6,draw,Arsenal,0,6,draw,Everton,0,6(S),draw,West Brom,0,win,Newcastle,2,draw,Chelsea,0,win,Brighton,1,8.1,win,Tottenham,2,7.8,win,Burnley,2,7.8
Paul Pogba,Man United,Central Midfielder,28,2021/22,85,Hamstring injury,8-Nov-21,3-Feb-22,draw,Everton,0,6.3(S),lose,Leicester,-2,6.3(S),lose,Liverpool,-5,6,draw,Chelsea,0,win,Arsenal,1,win,Crystal Palace,1,draw,Burnley,0,7.5,draw,Southampton,0,7.1,win,Brighton,2,7.4
Paul Pogba,Man United,Central Midfielder,28,2021/22,85,Calf injury,18-Apr-22,23-May-22,lose,Everton,-1,6.3(S),win,Norwich City,1,6,lose,Liverpool,-4,6,lose,Arsenal,-2,draw,Chelsea,0,win,Brentford,3,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Scott McToMinay,Man United,Central Midfielder,23,2019/20,79,Knee injury,11-Nov-19,4-Dec-19,win,Norwich City,2,7.4,lose,Bournemouth,-1,5.6,win,Brighton,2,7.9,draw,Sheffield,0,draw,Aston Villa,0,N.A.,N.A.,N.A.,win,Tottenham,1,6.9,win,Man City,1,6.9,draw,Everton,0,7.2
Scott McToMinay,Man United,Central Midfielder,23,2019/20,79,Knee injury,27-Dec-19,22-Feb-20,draw,Everton,0,7.2,lose,Watford,-2,6.4(S),win,Newcastle,3,6.1(S),win,Burnley,2,lose,Arsenal,-2,win,Norwich City,4,win,Watford,3,6.4(S),draw,Everton,0,7.2,win,Man City,2,6.9
Scott McToMinay,Man United,Central Midfielder,24,2020/21,79,bruise,22-Nov-20,1-Dec-20,lose,Arsenal,-1,6.5,win,Everton,2,6.7,win,West Brom,1,7.1,win,Southampton,1,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,win,West Ham,2,6.8,draw,Man City,0,6.8,win,Sheffield,1,6(S)
Scott McToMinay,Man United,Central Midfielder,24,2020/21,79,Knock,18-Feb-21,26-Feb-21,win,Southampton,9,8.3,draw,Everton,0,7.9,draw,West Brom,0,7.1,win,Newcastle,2,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,draw,Chelsea,0,6.9(S),draw,Crystal Palace,0,6.1,win,Man City,2,6.8
Scott McToMinay,Man United,Central Midfielder,24,2021/22,79,Groin injury,26-Aug-21,16-Sep-21,win,Leeds,4,6,draw,Southampton,0,6.2(S),N.A.,N.A.,N.A.,N.A.,win,Wolves,1,win,Newcastle,2,N.A.,N.A.,N.A.,win,West Ham,1,6.6,lose,Aston Villa,-1,6.3,draw,Everton,0,6.9
Scott McToMinay,Man United,Central Midfielder,25,2021/22,79,Foot injury,6-Apr-22,18-Apr-22,win,Leeds,2,6,lose,Man City,-3,6.6,draw,Leicester,0,6.6,lose,Everton,-1,win,Norwich City,1,N.A.,N.A.,N.A.,lose,Arsenal,-2,5.7,draw,Chelsea,0,6.9,win,Brentford,3,7.9
Scott McToMinay,Man United,Central Midfielder,26,2022/23,79,unknown injury,27-Jan-23,18-Feb-23,win,Man City,1,6.2,draw,Crystal Palace,0,6(S),lose,Arsenal,-1,6.9,win,Crystal Palace,1,draw,Leeds,0,win,Leeds,2,win,Leicester,3,6.7(S),lose,Liverpool,-7,4.9(S),draw,Southampton,0,6.1(S)
Scott McToMinay,Man United,Central Midfielder,26,2022/23,79,unknown injury,9-Apr-23,11-May-23,lose,Newcastle,-2,6(S),win,Brentford,1,6.1,win,Everton,2,6.4(S),win,Nottm Forest,2,draw,Tottenham,0,win,Aston Villa,1,win,Bournemouth,1,6.2,win,Chelsea,3,6.6(S),win,Fulham,1,6.6(S)
Fred,Man United,Central Midfielder,27,2021/22,79,Coronavirus,7-Feb-22,14-Feb-22,draw,Aston Villa,0,6,win,Brentford,2,6,win,West Ham,1,6,draw,Burnley,0,draw,Southampton,0,N.A.,N.A.,N.A.,win,Brighton,2,6,win,Leeds,2,6,draw,Watford,0,6
Fred,Man United,Central Midfielder,27,2021/22,79,Hip flexor problems,9-Apr-22,30-Apr-22,win,Tottenham,1,6.2,draw,Leicester,0,6,lose,Everton,-1,6,win,Norwich City,1,lose,Liverpool,-4,lose,Arsenal,-2,win,Brentford,3,6,lose,Brighton,-4,6,lose,Crystal Palace,-1,6.4
Bruno Fernandes,Man United,Attacking Midfielder,25,2021/22,88,Ill,12-Mar-22,14-Mar-22,win,Leeds,2,6,draw,Watford,0,0,lose,Man City,-3,5.8,win,Tottenham,1,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,draw,Leicester,0,7.5,lose,Everton,-1,7.7,win,Norwich City,1,7
Jesse Lingard,Man United,Attacking Midfielder,27,2019/20,78,Ill,7-Sep-19,18-Sep-19,draw,Wolves,0,6.2(S),lose,Crystal Palace,-1,5.7(S),draw,Southampton,0,6.1(S),win,Leicester,1,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,lose,West Ham,-2,5.5(S),draw,Arsenal,0,5.5(S),N.A.,N.A.,N.A.,N.A.
Jesse Lingard,Man United,Attacking Midfielder,27,2019/20,78,Hamstring injury,4-Oct-19,23-Oct-19,lose,West Ham,-2,5.5(S),draw,Arsenal,0,5.5(S),N.A.,N.A.,N.A.,N.A.,lose,Newcastle,-1,draw,Liverpool,0,N.A.,N.A.,N.A.,win,Norwich City,2,6.1(S),lose,Bournemouth,-1,6(S),win,Brighton,2,6.5(S)
Jesse Lingard,Man United,Attacking Midfielder,27,2019/20,78,Ill,9-Jan-20,14-Jan-20,win,Newcastle,3,6.7(S),win,Burnley,2,6.1,lose,Arsenal,-2,5.7(S),win,Norwich City,4,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,lose,Burnley,-2,6.1(S),draw,Wolves,0,6.2(S),N.A.,N.A.,N.A.,N.A.
Juan Mata,Man United,Attacking Midfielder,32,2020/21,78,Muscle injury,25-Feb-21,3-Apr-21,win,Newcastle,2,6,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,draw,Chelsea,0,draw,Crystal Palace,0,win,Man City,2,lose,Leicester,-1,5.9,win,Wolves,1,7.3,N.A.,N.A.,N.A.,N.A.
Marcus Rashford,Man United,Left winger,22,2019/20,85,Back injury,16-Jan-20,5-Jun-20,win,Burnley,2,7.5,lose,Arsenal,-2,5.8,win,Norwich City,4,9,lose,Liverpool,-2,lose,Burnley,-2,draw,Wolves,0,draw,Tottenham,0,6.2,win,Sheffield,3,8.3,win,Brighton,3,6.3(S)
Marcus Rashford,Man United,Left winger,23,2021/22,85,Shoulder injury,14-Jul-21,15-Oct-21,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,win,Leeds,4,draw,Southampton,0,win,Wolves,1,lose,Leicester,-2,5.7(S),lose,Liverpool,-5,5.8(S),win,Tottenham,3,5.9(S)
Marcus Rashford,Man United,Left winger,24,2021/22,85,Dead leg,13-Jan-22,17-Jan-22,win,Norwich City,1,6,draw,Newcastle,0,6.9,lose,Wolves,-1,7,draw,Aston Villa,0,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,win,Brentford,2,7.2,win,West Ham,1,7,draw,Burnley,0,6.4(S)
Marcus Rashford,Man United,Left winger,24,2021/22,85,bronchitis,4-May-22,19-May-22,lose,Liverpool,-4,5.8,lose,Arsenal,-2,6,draw,Chelsea,0,5.3,lose,Brighton,-4,lose,Crystal Palace,-1,N.A.,N.A.,N.A.,lose,Brighton,-1,6,lose,Brentford,-4,6,win,Liverpool,2,5.8
Marcus Rashford,Man United,Left winger,24,2022/23,85,Muscle injury,8-Apr-23,19-Apr-23,lose,Newcastle,-2,6,win,Brentford,1,6.2,win,Everton,2,6.7,win,Nottm Forest,2,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,draw,Tottenham,0,6.6,win,Aston Villa,1,5.9,lose,Brighton,-1,6.5
Marcus Rashford,Man United,Left winger,25,2022/23,85,Leg injury,11-May-23,24-May-23,win,Aston Villa,1,5.9,lose,Brighton,-1,6.5,lose,West Ham,-1,6.6,win,Wolves,2,win,Bournemouth,1,N.A.,N.A.,N.A.,win,Chelsea,3,7.7,win,Fulham,1,6.5,N.A.,N.A.,N.A.,N.A.
Mason Greenwood,Man United,Right winger,18,2019/20,78,Tonsillitis,20-Sep-19,23-Sep-19,draw,Wolves,0,6.1(S),lose,Crystal Palace,-1,5.5(S),draw,Southampton,0,5.1(S),lose,West Ham,-2,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,draw,Arsenal,0,5.7(S),lose,Newcastle,-1,7.6,win,Norwich City,2,5.6(S)
Mason Greenwood,Man United,Right winger,19,2020/21,78,bruise,17-Oct-20,23-Nov-20,lose,Tottenham,-5,7.6,draw,Chelsea,0,5.5,lose,Arsenal,-1,6.2(S),win,Newcastle,3,win,Everton,2,win,West Brom,1,win,Southampton,1,7.7,win,West Ham,2,7.1,draw,Man City,0,6.3(S)
Mason Greenwood,Man United,Right winger,20,2021/22,78,Coronavirus,19-Nov-21,27-Nov-21,lose,Leicester,-2,6.9,lose,Liverpool,-5,6.5,lose,Man City,-2,5.9,lose,Watford,-3,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,win,Crystal Palace,1,6.7,win,Norwich City,1,6,draw,Newcastle,0,5.8
Daniel James,Man United,Right winger,22,2019/20,77,Knock,28-Feb-20,7-Mar-20,draw,Wolves,0,6.1(S),win,Chelsea,2,6.7,win,Watford,3,6.5,draw,Everton,0,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,win,Man City,2,6,draw,Tottenham,0,5.6(S),win,Sheffield,3,5(S)
Daniel James,Man United,Right winger,23,2020/21,77,unknown injury,30-Apr-21,21-May-21,draw,Leeds,0,6,win,Brighton,1,6.4(S),win,West Ham,1,6,win,Aston Villa,2,lose,Leicester,-1,lose,Liverpool,-2,win,Wolves,1,6.5(S),N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Anthony Martial,Man United,Center Forward,24,2019/20,79,Hamstring strain,25-Aug-19,20-Oct-19,win,Chelsea,4,6.9(S),draw,Wolves,0,6.4,lose,Crystal Palace,-1,6.7,draw,Southampton,0,win,Leicester,1,lose,West Ham,-2,draw,Liverpool,0,6.1(S),win,Norwich City,2,7.2,lose,Bournemouth,-1,5.8
Anthony Martial,Man United,Center Forward,25,2020/21,79,Torn knee ligaments,29-Mar-21,2-Aug-21,win,Newcastle,2,6.2(S),draw,Chelsea,0,6,win,Man City,2,5.6(S),win,Brighton,1,win,Tottenham,2,win,Burnley,2,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Anthony Martial,Man United,Center Forward,26,2021/22,79,Fitness,15-Oct-21,29-Oct-21,win,Wolves,1,6,win,Newcastle,3,6.2,draw,Everton,0,7.4(S),lose,Leicester,-2,lose,Liverpool,-5,N.A.,N.A.,N.A.,lose,Watford,-3,7,win,Arsenal,1,7,N.A.,N.A.,N.A.,N.A.
Anthony Martial,Man United,Center Forward,26,2021/22,79,Knee injury,4-Dec-21,13-Dec-21,lose,Watford,-3,7,win,Arsenal,1,7.2,N.A.,N.A.,N.A.,N.A.,win,Crystal Palace,1,win,Norwich City,1,N.A.,N.A.,N.A.,win,West Ham,1,7.2,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Anthony Martial,Man United,Center Forward,27,2022/23,79,Achilles tendon irritation,23-Aug-22,26-Sep-22,win,Liverpool,1,6.1,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,win,Southampton,1,win,Leicester,1,win,Arsenal,2,lose,Man City,-3,6.9,win,Everton,1,6.7,N.A.,N.A.,N.A.,N.A.
Anthony Martial,Man United,Center Forward,27,2022/23,79,Back injury,10-Oct-22,31-Oct-22,lose,Man City,-3,6.9,win,Everton,1,6.7,N.A.,N.A.,N.A.,N.A.,draw,Newcastle,0,win,Tottenham,,draw,Chelsea,0,lose,Aston Villa,-2,5.9,win,Fulham,1,6.5,win,Nottm Forest,3,7.6
Anthony Martial,Man United,Center Forward,27,2022/23,79,Hip injury,2-Feb-23,8-Mar-23,win,Wolves,1,7.3,win,Bournemouth,3,7.4,win,Man City,1,6.9(S),win,Crystal Palace,1,draw,Leeds,0,win,Leeds,2,lose,Newcastle,-2,5.5,win,Brentford,1,7.7,win,Everton,2,7.5
Donny Van De Beek,Man United,Central Midfielder,30,2020/21,77,Muscle injury,1-Mar-21,15-Mar-21,lose,Sheffield,-1,6(S),win,Southampton,9,6.5,draw,West Brom,0,6(S),draw,Crystal Palace,0,win,Man City,2,win,West Ham,1,win,Brighton,1,6(S),win,Burnley,2,6.2(S),draw,Leeds,0,6(S)
Donny Van De Beek,Man United,Central Midfielder,32,2022/23,77,Shingles,3-Sep-22,24-Oct-22,lose,Brighton,-1,6,lose,Brentford,-4,6.2,win,Liverpool,1,6.2,win,Arsenal,2,lose,Man City,-3,win,Everton,1,lose,Aston Villa,-2,5.7(S),win,Nottm Forest,3,5.6,win,Wolves,1,5.2
Edinson Cavani,Man United,Center Forward,34,2020/21,81,Knock,6-Dec-20,18-Dec-20,win,West Brom,1,6(S),win,Southampton,1,9.2(S),win,West Ham,2,6,draw,Man City,0,win,Sheffield,1,N.A.,N.A.,N.A.,win,Leeds,4,6.2,draw,Leicester,0,6.4,win,Wolves,1,5.8
Edinson Cavani,Man United,Center Forward,34,2020/21,81,Muscle injury,15-Feb-21,1-Mar-21,win,Southampton,9,9.2,draw,Everton,0,6.2,draw,West Brom,0,6(S),win,Newcastle,2,draw,Chelsea,0,N.A.,N.A.,N.A.,draw,Crystal Palace,0,5.8,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Edinson Cavani,Man United,Center Forward,34,2020/21,81,Knock,5-Mar-21,21-Mar-21,draw,Everton,0,6.2,draw,West Brom,0,6(S),draw,Crystal Palace,0,5.8(S),win,Man City,2,win,West Ham,1,N.A.,N.A.,N.A.,win,Brighton,1,5.5,win,Tottenham,2,7.1,win,Burnley,2,6.7(S)
Edinson Cavani,Man United,Center Forward,35,2021/22,81,Tendon irritation,4-Nov-21,22-Dec-21,draw,Everton,0,6.5,win,Tottenham,3,6.2,lose,Liverpool,-5,6,lose,Man City,-2,lose,Watford,-3,draw,Chelsea,0,draw,Newcastle,0,6,win,Burnley,2,6.2,lose,Wolves,-1,6
Edinson Cavani,Man United,Center Forward,35,2021/22,81,Groin problems,11-Feb-22,7-Mar-22,draw,Aston Villa,0,6.2,win,West Ham,1,6.4,draw,Burnley,0,5.6,draw,Southampton,0,win,Brighton,2,win,Leeds,2,win,Tottenham,1,5.6,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Edinson Cavani,Man United,Center Forward,35,2021/22,81,Calf injury,1-Apr-22,30-Apr-22,win,Tottenham,1,5.6,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,draw,Leicester,0,lose,Everton,-1,win,Norwich City,1,win,Brentford,3,6.2,lose,Brighton,-4,5,lose,Crystal Palace,-1,5.6
Raphael Varane,Man United,Center Back,30,2021/22,85,Groin injury,11-Oct-21,26-Oct-21,win,West Ham,1,7.2,lose,Aston Villa,-1,6.2,draw,Everton,0,6.4,lose,Leicester,-2,lose,Liverpool,-5,N.A.,N.A.,N.A.,win,Tottenham,3,6.2,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Raphael Varane,Man United,Center Back,30,2021/22,85,Hamstring injury,2-Nov-21,22-Dec-21,win,Tottenham,3,6.2,draw,Everton,0,6.4,lose,Aston Villa,-1,6.2,lose,Man City,-2,lose,Watford,-3,draw,Chelsea,0,draw,Newcastle,0,6.6,win,Burnley,2,6.4,lose,Wolves,-1,6.6
Raphael Varane,Man United,Center Back,30,2021/22,85,abdominal problems,14-Feb-22,18-Feb-22,win,West Ham,1,7.2,draw,Burnley,0,6.4,draw,Southampton,0,6.3,win,Brighton,2,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,win,Leeds,2,6.3,draw,Watford,0,6.5,win,Tottenham,1,6.2
Raphael Varane,Man United,Center Back,30,2021/22,85,muscular problems,3-Apr-22,21-Apr-22,draw,Watford,0,6.5,win,Tottenham,1,6.2,draw,Leicester,0,6.9,lose,Everton,-1,win,Norwich City,1,lose,Liverpool,-4,lose,Arsenal,-2,5.7,draw,Chelsea,0,6.1,win,Brentford,3,8.1
Raphael Varane,Man United,Center Back,31,2022/23,85,Leg injury,22-Oct-22,14-Nov-22,draw,Newcastle,0,6(S),win,Tottenham,2,6.9,draw,Chelsea,0,6.6(S),win,West Ham,1,lose,Aston Villa,-2,win,Fulham,1,win,Nottm Forest,3,7.2(S),win,Wolves,1,6.9,win,Man City,1,6.7
Raphael Varane,Man United,Center Back,31,2022/23,85,Foot injury,14-Apr-23,8-May-23,draw,Southampton,0,6.5,lose,Newcastle,-2,6,win,Brentford,1,7.3,win,Nottm Forest,2,draw,Tottenham,0,win,Aston Villa,1,win,Wolves,2,6.9,win,Bournemouth,1,7.2,win,Chelsea,3,6.3
Christiano Ronaldo,Man United,Center Forward,39,2021/22,90,Hip flexor problems,10-Jan-22,17-Jan-22,draw,Newcastle,0,8,win,Burnley,2,7,lose,Wolves,-1,7,draw,Aston Villa,0,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,win,Brentford,2,7,win,West Ham,1,7,draw,Burnley,0,7
Christiano Ronaldo,Man United,Center Forward,39,2021/22,90,Hip flexor problems,3-Mar-22,7-Mar-22,win,Brighton,2,7,win,Leeds,2,6,draw,Watford,0,7,lose,Man City,-3,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,win,Tottenham,1,7,lose,Everton,-1,8,win,Norwich City,1,6
Lisandro Martinez,Man United,Center Back,28,2022/23,84,Metatarsal fracture,14-Apr-23,30-Jun-23,lose,Newcastle,-2,6.7(S),win,Brentford,1,7.8,win,Everton,2,7.4,win,Nottm Forest,2,draw,Tottenham,0,win,Aston Villa,1,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Christian Eriksen,Man United,Central Midfielder,33,2022/23,83,Ankle injury,29-Jan-23,6-Apr-23,win,Man City,1,5.7(S),draw,Crystal Palace,0,6,lose,Arsenal,-1,6.3,win,Crystal Palace,1,draw,Leeds,0,win,Leeds,2,win,Everton,2,6,win,Nottm Forest,2,7.2,draw,Tottenham,0,7
Marcel Sabitzer,Man United,Central Midfielder,32,2022/23,81,unknown injury,6-Mar-23,14-Mar-23,win,Leeds,2,6,win,Leicester,3,6.9,lose,Liverpool,-7,7,draw,Southampton,0,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,lose,Newcastle,-2,6.1,win,Brentford,1,7.1,win,Everton,2,6.4(S)
Marcel Sabitzer,Man United,Central Midfielder,32,2022/23,81,Groin problems,16-Apr-23,19-Apr-23,lose,Newcastle,-2,6.1,win,Brentford,1,6.4,win,Everton,2,6.4(S),win,Nottm Forest,2,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,win,Aston Villa,1,6.3,lose,Brighton,-1,7,lose,West Ham,-1,6.3(S)
Marcel Sabitzer,Man United,Central Midfielder,32,2022/23,81,Meniscus injury,10-May-23,15-Jun-23,win,Aston Villa,1,6.3,lose,Brighton,-1,7,lose,West Ham,-1,6.3(S),win,Wolves,2,win,Bournemouth,1,win,Chelsea,3,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Jadon Sancho,Man United,Left winger,19,2021/22,82,Tonsillitis,26-Apr-22,8-May-22,win,Norwich City,1,N.A.,lose,Liverpool,-4,5,lose,Arsenal,-2,6.6,draw,Chelsea,0,win,Brentford,,lose,Brighton,-4,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Jadon Sancho,Man United,Left winger,20,2022/23,82,depression,26-Dec-22,31-Jan-23,draw,Newcastle,0,6,win,Tottenham,2,6,draw,Chelsea,0,5.9(S),win,Nottm Forest,3,win,Wolves,1,win,Bournemouth,3,draw,Leeds,0,6.2,win,Leeds,2,6.2,win,Leicester,3,8(S)
David Raya,Brentford,Goalkeeper,26,2021/22,80,Knee injury,25-Oct-21,4-Feb-22,win,West Ham,1,6.9,lose,Chelsea,-1,6.3,lose,Leicester,-1,6.5,lose,Burnley,-2,lose,Norwich City,-1,draw,Newcastle,0,lose,Man City,-2,5.5,draw,Crystal Palace,0,7,lose,Arsenal,-1,6.5
Kristoffer Ajer,Brentford,Center Back,24,2021/22,76,Hamstring injury,9-Jul-22,31-Aug-22,win,Southampton,3,8.1,win,Everton,1,6(S),lose,Leeds,-1,7,draw,Leicester,0,win,Man United,4,lose,Fulham,-1,lose,Arsenal,-3,7.4,draw,Bournemouth,0,7,lose,Newcastle,-4,5.5(S)
Kristoffer Ajer,Brentford,Center Back,26,2023/24,76,Foot injury,2-Dec-23,16-Jan-24,win,West Ham,1,5.5(S),lose,Liverpool,-3,5.1,lose,Arsenal,-1,5.9,win,Luton Town,2,lose,Brighton,-1,lose,Sheffield,-1,win,Nottm Forest,1,6.1(S),lose,Tottenham,-1,6(S),lose,Man City,-2,6(S)
Kristoffer Ajer,Brentford,Center Back,26,2023/24,76,Calf strain,6-Apr-24,20-Apr-24,draw,Man United,0,7.6,draw,Brighton,0,6.7,draw,Aston Villa,0,5.6,win,Sheffield,2,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,win,Luton Town,4,7(S),lose,Everton,-1,6.2(S),draw,Fulham,0,6.9(S)
